continentName,countryName,stateName,confirmedCount,curedCount,deadCount,updateTime
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,Colorado,6,0,0,2020-04-06 23:22:15
North America,US,Tennessee,6,0,0,2020-04-06 23:22:15
North America,US,Nebraska,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,US,Maryland,6,0,0,2020-04-06 23:22:15
North America,US,Illinois,6,0,0,2020-04-06 23:22:15
North America,US,Virginia,6,0,0,2020-04-06 23:22:15
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,Ohio,6,0,1,2020-04-06 23:22:15
North America,US,Arkansas,6,0,0,2020-04-06 23:22:15
North America,US,Virginia,6,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,6,0,0,2020-04-06 23:22:15
North America,US,Iowa,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,1,2020-04-06 23:22:15
North America,US,Iowa,6,0,0,2020-04-06 23:22:15
North America,US,Illinois,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,US,Colorado,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,6,0,0,2020-04-06 23:22:15
North America,US,Ohio,6,0,0,2020-04-06 23:22:15
North America,US,Alabama,6,0,0,2020-04-06 23:22:15
Africa,Sierra Leone,Sierra Leone,6,0,0,2020-04-06 23:21:55
North America,US,North Carolina,6,0,0,2020-04-06 23:22:15
North America,US,Michigan,6,0,1,2020-04-06 23:22:15
North America,US,Tennessee,6,0,0,2020-04-06 23:22:15
North America,US,New Hampshire,6,0,0,2020-04-06 23:22:15
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,US,Northern Mariana Islands,6,0,1,2020-04-06 23:22:15
North America,US,Pennsylvania,6,0,0,2020-04-06 23:22:15
North America,US,Idaho,6,0,0,2020-04-06 23:22:15
North America,US,Florida,6,0,0,2020-04-06 23:22:15
North America,US,Indiana,6,0,0,2020-04-06 23:22:15
North America,US,Minnesota,6,0,0,2020-04-06 23:22:15
North America,US,Louisiana,6,0,0,2020-04-06 23:22:15
North America,US,Indiana,6,0,0,2020-04-06 23:22:15
North America,US,Maryland,6,0,0,2020-04-06 23:22:15
North America,US,New Mexico,6,0,0,2020-04-06 23:22:15
North America,US,Montana,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,US,Vermont,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Minnesota,6,0,0,2020-04-06 23:22:15
North America,US,Kentucky,6,0,0,2020-04-06 23:22:15
North America,US,Iowa,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,North Carolina,6,0,0,2020-04-06 23:22:15
North America,US,Minnesota,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,New Mexico,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,Canada,Yukon,6,0,0,2020-04-06 23:28:19
North America,US,Iowa,6,0,0,2020-04-06 23:22:15
Africa,Botswana,Botswana,6,0,1,2020-04-06 23:21:55
North America,US,South Carolina,6,0,0,2020-04-06 23:22:15
North America,US,Idaho,6,0,0,2020-04-06 23:22:15
North America,US,South Carolina,6,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,6,0,0,2020-04-06 23:22:15
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,South Carolina,6,0,0,2020-04-06 23:22:15
North America,US,West Virginia,6,0,0,2020-04-06 23:22:15
North America,US,Missouri,6,0,0,2020-04-06 23:22:15
North America,US,Kansas,6,0,0,2020-04-06 23:22:15
North America,US,Mississippi,6,0,0,2020-04-06 23:22:15
North America,US,Tennessee,6,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,6,0,0,2020-04-06 23:22:15
North America,US,Illinois,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Nebraska,6,0,0,2020-04-06 23:22:15
North America,US,Georgia,6,0,0,2020-04-06 23:22:15
North America,US,New York,6,0,0,2020-04-06 23:22:15
North America,US,Ohio,6,0,0,2020-04-06 23:22:15
Europe,UK,Montserrat,6,0,0,2020-04-06 23:21:55
North America,US,New Mexico,6,0,0,2020-04-06 23:22:15
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Indiana,5,0,1,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Indiana,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Colorado,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Michigan,5,0,0,2020-04-06 23:22:15
North America,US,Michigan,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Nebraska,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,1,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,South Carolina,5,0,1,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,Canada,Northwest Territories,5,0,0,2020-04-06 23:28:19
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Kansas,5,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Minnesota,5,0,1,2020-04-06 23:22:15
North America,US,Alabama,5,0,0,2020-04-06 23:22:15
North America,US,North Dakota,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,1,2020-04-06 23:22:15
North America,US,Michigan,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Utah,5,0,0,2020-04-06 23:22:15
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Kentucky,5,0,0,2020-04-06 23:22:15
North America,US,California,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Michigan,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,1,2020-04-06 23:22:15
North America,US,South Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Idaho,5,0,0,2020-04-06 23:22:15
Africa,Malawi,Malawi,5,0,0,2020-04-06 23:21:55
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,5,0,0,2020-04-06 23:22:15
North America,US,Indiana,5,0,0,2020-04-06 23:22:15
North America,US,Minnesota,5,0,0,2020-04-06 23:22:15
North America,US,Iowa,5,0,0,2020-04-06 23:22:15
Asia,Bhutan,Bhutan,5,2,0,2020-04-06 23:21:55
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Alabama,5,0,1,2020-04-06 23:22:15
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Minnesota,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Wyoming,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Kentucky,5,0,0,2020-04-06 23:22:15
North America,US,Iowa,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Washington,5,0,0,2020-04-06 23:22:15
North America,US,Illinois,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Maine,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Florida,5,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,5,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,North Carolina,5,0,0,2020-04-06 23:22:15
North America,US,Maine,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,5,0,0,2020-04-06 23:22:15
North America,US,Illinois,5,0,0,2020-04-06 23:22:15
North America,US,Indiana,5,0,0,2020-04-06 23:22:15
North America,US,Iowa,5,0,0,2020-04-06 23:22:15
North America,US,Illinois,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,5,0,0,2020-04-06 23:22:15
North America,US,Colorado,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Indiana,5,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,5,0,0,2020-04-06 23:22:15
North America,US,Alabama,5,0,0,2020-04-06 23:22:15
North America,US,Colorado,5,0,0,2020-04-06 23:22:15
North America,US,West Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Alabama,5,0,0,2020-04-06 23:22:15
North America,US,Colorado,5,0,0,2020-04-06 23:22:15
North America,US,Texas,5,0,0,2020-04-06 23:22:15
North America,US,Virginia,5,0,0,2020-04-06 23:22:15
North America,US,Kentucky,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,5,0,1,2020-04-06 23:22:15
North America,US,California,5,0,0,2020-04-06 23:22:15
North America,US,Georgia,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Mississippi,5,0,0,2020-04-06 23:22:15
North America,US,Nebraska,5,0,1,2020-04-06 23:22:15
North America,US,Arkansas,5,0,0,2020-04-06 23:22:15
North America,US,Maryland,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Kansas,5,0,0,2020-04-06 23:22:15
North America,US,Kansas,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Alabama,5,0,0,2020-04-06 23:22:15
North America,US,Tennessee,5,0,0,2020-04-06 23:22:15
North America,US,Missouri,5,0,0,2020-04-06 23:22:15
North America,US,Ohio,5,0,0,2020-04-06 23:22:15
North America,US,Arkansas,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,South Dakota,4,0,0,2020-04-06 23:22:15
North America,US,Oregon,4,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,4,0,0,2020-04-06 23:22:15
North America,US,Michigan,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,4,0,0,2020-04-06 23:22:15
North America,US,South Carolina,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,1,2020-04-06 23:22:15
North America,US,South Carolina,4,0,1,2020-04-06 23:22:15
Africa,The Gambia,The Gambia,4,2,1,2020-04-06 23:21:55
North America,US,Alabama,4,0,0,2020-04-06 23:22:15
North America,US,California,4,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,0,2020-04-06 23:22:15
North America,US,Montana,4,0,0,2020-04-06 23:22:15
North America,US,Kansas,4,0,1,2020-04-06 23:22:15
North America,US,Illinois,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,1,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,1,2020-04-06 23:22:15
North America,US,Iowa,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,1,2020-04-06 23:22:15
North America,US,Pennsylvania,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,South Dakota,4,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,4,0,1,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,1,2020-04-06 23:22:15
North America,US,New York,4,0,0,2020-04-06 23:22:15
North America,US,Wyoming,4,0,0,2020-04-06 23:22:15
North America,US,Illinois,4,0,1,2020-04-06 23:22:15
North America,US,Iowa,4,0,0,2020-04-06 23:22:15
North America,US,California,4,0,0,2020-04-06 23:22:15
North America,US,Florida,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Alabama,4,0,0,2020-04-06 23:22:15
North America,US,Tennessee,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Wyoming,4,0,0,2020-04-06 23:22:15
North America,US,Minnesota,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Ohio,4,0,1,2020-04-06 23:22:15
North America,US,Colorado,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Mississippi,4,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,4,0,0,2020-04-06 23:22:15
North America,US,Idaho,4,0,1,2020-04-06 23:22:15
North America,US,Missouri,4,0,0,2020-04-06 23:22:15
North America,US,Florida,4,0,1,2020-04-06 23:22:15
North America,US,Michigan,4,0,0,2020-04-06 23:22:15
North America,US,Wyoming,4,0,0,2020-04-06 23:22:15
North America,US,Nebraska,4,0,0,2020-04-06 23:22:15
North America,US,West Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Mississippi,4,0,1,2020-04-06 23:22:15
North America,US,Tennessee,4,0,0,2020-04-06 23:22:15
North America,US,Alaska,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,0,2020-04-06 23:22:15
North America,US,Vermont,4,0,0,2020-04-06 23:22:15
North America,US,Colorado,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,0,2020-04-06 23:22:15
North America,US,South Dakota,4,0,0,2020-04-06 23:22:15
North America,US,Maryland,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,4,0,0,2020-04-06 23:22:15
North America,US,Arizona,4,0,0,2020-04-06 23:22:15
North America,US,Maine,4,0,0,2020-04-06 23:22:15
North America,US,Louisiana,4,0,0,2020-04-06 23:22:15
North America,US,Florida,4,0,0,2020-04-06 23:22:15
North America,US,Montana,4,0,0,2020-04-06 23:22:15
North America,US,South Carolina,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,0,2020-04-06 23:22:15
North America,US,Illinois,4,0,0,2020-04-06 23:22:15
North America,US,Missouri,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,New Mexico,4,0,1,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,North Carolina,4,0,1,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Iowa,4,0,0,2020-04-06 23:22:15
North America,US,Iowa,4,0,0,2020-04-06 23:22:15
North America,US,Minnesota,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Alabama,4,0,0,2020-04-06 23:22:15
North America,US,Tennessee,4,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,4,0,0,2020-04-06 23:22:15
North America,US,Alabama,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Idaho,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
North America,US,Minnesota,4,0,0,2020-04-06 23:22:15
North America,US,West Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Ohio,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Texas,4,0,0,2020-04-06 23:22:15
North America,US,Idaho,4,0,0,2020-04-06 23:22:15
North America,US,Georgia,4,0,0,2020-04-06 23:22:15
Africa,Sao Tome and Principe,Sao Tome and Principe,4,0,0,2020-04-06 23:21:55
North America,US,Pennsylvania,4,0,0,2020-04-06 23:22:15
North America,US,West Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Missouri,4,0,0,2020-04-06 23:22:15
North America,US,West Virginia,4,0,0,2020-04-06 23:22:15
North America,US,Wyoming,4,0,0,2020-04-06 23:22:15
Africa,Western Sahara,Western Sahara,4,0,0,2020-04-06 23:21:55
North America,US,Wisconsin,4,0,0,2020-04-06 23:22:15
North America,US,Kentucky,4,0,0,2020-04-06 23:22:15
North America,US,Tennessee,4,0,0,2020-04-06 23:22:15
North America,US,Minnesota,4,0,0,2020-04-06 23:22:15
North America,US,Minnesota,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Indiana,4,0,0,2020-04-06 23:22:15
North America,US,Missouri,4,0,0,2020-04-06 23:22:15
North America,US,Tennessee,4,0,0,2020-04-06 23:22:15
North America,US,Virginia,4,0,0,2020-04-06 23:22:15
North America,US,North Carolina,4,0,1,2020-04-06 23:22:15
North America,US,Idaho,4,0,0,2020-04-06 23:22:15
North America,US,Colorado,4,0,0,2020-04-06 23:22:15
North America,US,Wyoming,4,0,0,2020-04-06 23:22:15
North America,US,Oregon,4,0,0,2020-04-06 23:22:15
North America,US,Kansas,3,0,0,2020-04-06 23:22:15
North America,US,Indiana,3,0,0,2020-04-06 23:22:15
North America,US,Missouri,3,0,0,2020-04-06 23:22:15
North America,US,Texas,3,0,0,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Indiana,3,0,0,2020-04-06 23:22:15
North America,US,Minnesota,3,0,0,2020-04-06 23:22:15
North America,US,Virginia,3,0,0,2020-04-06 23:22:15
North America,US,Missouri,3,0,0,2020-04-06 23:22:15
North America,US,Virginia,3,0,0,2020-04-06 23:22:15
North America,US,Mississippi,3,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,3,0,0,2020-04-06 23:22:15
North America,US,Kansas,3,0,0,2020-04-06 23:22:15
North America,US,Kentucky,3,0,0,2020-04-06 23:22:15
North America,US,Maryland,3,0,0,2020-04-06 23:22:15
North America,US,Georgia,3,0,1,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Idaho,3,0,0,2020-04-06 23:22:15
North America,US,Kentucky,3,0,0,2020-04-06 23:22:15
North America,US,Illinois,3,0,0,2020-04-06 23:22:15
Europe,UK,Anguilla,3,0,0,2020-04-06 23:21:55
North America,US,Texas,3,0,0,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Tennessee,3,0,0,2020-04-06 23:22:15
North America,US,Illinois,3,0,0,2020-04-06 23:22:15
North America,US,Virginia,3,0,0,2020-04-06 23:22:15
North America,US,Alabama,3,0,0,2020-04-06 23:22:15
North America,US,Mississippi,3,0,0,2020-04-06 23:22:15
North America,US,Colorado,3,0,0,2020-04-06 23:22:15
North America,US,Michigan,3,0,0,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Texas,3,0,0,2020-04-06 23:22:15
North America,US,Texas,3,0,0,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Michigan,3,0,0,2020-04-06 23:22:15
North America,US,Oregon,3,0,0,2020-04-06 23:22:15
North America,US,Illinois,3,0,0,2020-04-06 23:22:15
North America,US,Missouri,3,0,0,2020-04-06 23:22:15
North America,US,Texas,3,0,1,2020-04-06 23:22:15
North America,US,Georgia,3,0,0,2020-04-06 23:22:15
North America,US,Florida,3,0,0,2020-04-06 23:22:15
North America,US,North Carolina,3,0,0,2020-04-06 23:22:15
North America,US,Florida,3,0,0,2020-04-06 23:22:15
North America,US,Minnesota,3,0,0,2020-04-06 23:22:15
North America,US,Tennessee,3,0,0,2020-04-06 23:22:15
North America,US,Indiana,3,0,0,2020-04-06 23:22:15
North America,US,Iowa,3,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,3,0,0,2020-04-06 23:22:15
North America,US,Iowa,3,0,0,2020-04-06 23:22:15
North America,US,North Carolina,3,0,0,2020-04-06 23:22:15
North America,US,Virginia,3,0,0,2020-04-06 23:22:15
North America,US,Colorado,3,0,0,2020-04-06 23:22:15
North America,US,Virginia,3,0,0,2020-04-06 23:22:15
North America,US,Mississippi,3,0,0,2020-04-06 23:22:15
