continentName,countryName,stateName,confirmedCount,curedCount,deadCount,updateTime
North America,US,Virginia,15,0,0,2020-04-06 23:22:15
North America,US,Indiana,15,0,1,2020-04-06 23:22:15
North America,US,Indiana,15,0,0,2020-04-06 23:22:15
Europe,Antigua and Barbuda,Antigua and Barbuda,15,0,0,2020-04-06 23:21:55
North America,Dominica,Dominica,15,1,0,2020-04-06 23:21:55
North America,US,Ohio,15,0,0,2020-04-06 23:22:15
North America,US,West Virginia,15,0,0,2020-04-06 23:22:15
North America,US,Georgia,15,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,15,0,0,2020-04-06 23:22:15
North America,US,Illinois,14,0,0,2020-04-06 23:22:15
North America,US,Michigan,14,0,3,2020-04-06 23:22:15
North America,US,Ohio,14,0,0,2020-04-06 23:22:15
North America,US,Texas,14,0,0,2020-04-06 23:22:15
North America,US,Montana,14,0,0,2020-04-06 23:22:15
North America,US,Michigan,14,0,2,2020-04-06 23:22:15
North America,Saint Lucia,Saint Lucia,14,1,0,2020-04-06 23:21:55
North America,US,Florida,14,0,2,2020-04-06 23:22:15
North America,US,Minnesota,14,0,2,2020-04-06 23:22:15
North America,US,Kansas,14,0,0,2020-04-06 23:22:15
North America,US,North Carolina,14,0,2,2020-04-06 23:22:15
North America,US,Kentucky,14,0,0,2020-04-06 23:22:15
North America,US,Alabama,14,0,0,2020-04-06 23:22:15
North America,US,Mississippi,14,0,1,2020-04-06 23:22:15
North America,US,Alaska,14,0,0,2020-04-06 23:22:15
North America,US,Georgia,14,0,0,2020-04-06 23:22:15
North America,US,Tennessee,14,0,1,2020-04-06 23:22:15
North America,US,Texas,14,0,1,2020-04-06 23:22:15
North America,US,Georgia,14,0,0,2020-04-06 23:22:15
North America,US,Tennessee,14,0,1,2020-04-06 23:22:15
North America,US,Oklahoma,14,0,0,2020-04-06 23:22:15
North America,US,Illinois,14,0,1,2020-04-06 23:22:15
North America,US,Wisconsin,14,0,0,2020-04-06 23:22:15
Africa,Liberia,Liberia,14,3,3,2020-04-06 23:21:55
North America,US,New York,14,0,0,2020-04-06 23:22:15
North America,US,Virginia,14,0,0,2020-04-06 23:22:15
North America,US,New Mexico,14,0,0,2020-04-06 23:22:15
North America,US,South Carolina,14,0,0,2020-04-06 23:22:15
Australia,Fiji,Fiji,14,0,0,2020-04-06 23:21:55
North America,US,Louisiana,14,0,1,2020-04-06 23:22:15
North America,US,Alabama,14,0,0,2020-04-06 23:22:15
North America,US,Georgia,14,0,0,2020-04-06 23:22:15
North America,US,Alaska,14,0,0,2020-04-06 23:22:15
North America,US,Indiana,14,0,0,2020-04-06 23:22:15
North America,US,Texas,13,0,0,2020-04-06 23:22:15
North America,US,Virginia,13,0,1,2020-04-06 23:22:15
North America,US,Texas,13,0,0,2020-04-06 23:22:15
North America,US,Iowa,13,0,0,2020-04-06 23:22:15
North America,US,Maine,13,0,0,2020-04-06 23:22:15
North America,US,Kentucky,13,0,0,2020-04-06 23:22:15
North America,US,Florida,13,0,0,2020-04-06 23:22:15
North America,US,Michigan,13,0,2,2020-04-06 23:22:15
North America,US,Utah,13,0,0,2020-04-06 23:22:15
North America,US,New York,13,0,0,2020-04-06 23:22:15
North America,US,Nebraska,13,0,0,2020-04-06 23:22:15
North America,US,Tennessee,13,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,13,0,0,2020-04-06 23:22:15
North America,US,New Mexico,13,0,0,2020-04-06 23:22:15
North America,Canada,Grand Princess,13,0,0,2020-04-06 23:28:19
North America,US,Alabama,13,0,0,2020-04-06 23:22:15
Europe,Netherlands,Curacao,13,5,1,2020-04-06 23:21:55
North America,US,Florida,13,0,0,2020-04-06 23:22:15
North America,US,Kentucky,13,0,1,2020-04-06 23:22:15
North America,US,Missouri,13,0,0,2020-04-06 23:22:15
North America,US,Virginia,13,0,0,2020-04-06 23:22:15
North America,US,Idaho,13,0,0,2020-04-06 23:22:15
North America,US,Georgia,13,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,13,0,0,2020-04-06 23:22:15
North America,US,Georgia,13,0,0,2020-04-06 23:22:15
North America,US,Arizona,13,0,0,2020-04-06 23:22:15
North America,US,Virginia,13,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,13,0,1,2020-04-06 23:22:15
North America,US,Virginia,13,0,0,2020-04-06 23:22:15
North America,US,Kentucky,13,0,1,2020-04-06 23:22:15
North America,US,Tennessee,13,0,0,2020-04-06 23:22:15
North America,US,Kentucky,13,0,1,2020-04-06 23:22:15
North America,US,Indiana,13,0,0,2020-04-06 23:22:15
North America,US,South Dakota,13,0,0,2020-04-06 23:22:15
North America,US,Arkansas,13,0,0,2020-04-06 23:22:15
North America,US,Alaska,13,0,0,2020-04-06 23:22:15
North America,US,Oregon,13,0,0,2020-04-06 23:22:15
North America,US,Mississippi,13,0,0,2020-04-06 23:22:15
North America,US,New Hampshire,13,0,0,2020-04-06 23:22:15
North America,US,Georgia,13,0,1,2020-04-06 23:22:15
North America,US,Virginia,13,0,0,2020-04-06 23:22:15
North America,US,Idaho,13,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,12,0,0,2020-04-06 23:22:15
North America,US,Virginia,12,0,0,2020-04-06 23:22:15
North America,US,Washington,12,0,0,2020-04-06 23:22:15
North America,US,Texas,12,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,12,0,0,2020-04-06 23:22:15
North America,US,Wyoming,12,0,0,2020-04-06 23:22:15
North America,US,Kentucky,12,0,1,2020-04-06 23:22:15
North America,US,Mississippi,12,0,1,2020-04-06 23:22:15
North America,US,North Carolina,12,0,0,2020-04-06 23:22:15
North America,US,Virginia,12,0,0,2020-04-06 23:22:15
North America,Grenada,Grenada,12,0,0,2020-04-06 23:21:55
North America,US,Alabama,12,0,0,2020-04-06 23:22:15
Africa,Sudan,Sudan,12,2,2,2020-04-06 23:21:55
North America,US,Oklahoma,12,0,0,2020-04-06 23:22:15
North America,US,Louisiana,12,0,1,2020-04-06 23:22:15
North America,US,Iowa,12,0,0,2020-04-06 23:22:15
North America,US,Tennessee,12,0,0,2020-04-06 23:22:15
North America,US,Illinois,12,0,1,2020-04-06 23:22:15
North America,US,Arkansas,12,0,0,2020-04-06 23:22:15
North America,US,Alabama,12,0,1,2020-04-06 23:22:15
North America,US,Virginia,12,0,0,2020-04-06 23:22:15
North America,US,Texas,12,0,0,2020-04-06 23:22:15
North America,US,Washington,12,0,0,2020-04-06 23:22:15
North America,US,Mississippi,12,0,0,2020-04-06 23:22:15
North America,US,South Carolina,12,0,0,2020-04-06 23:22:15
North America,US,New York,12,0,0,2020-04-06 23:22:15
North America,US,North Carolina,12,0,0,2020-04-06 23:22:15
North America,US,Utah,12,0,0,2020-04-06 23:22:15
Asia,Laos,Laos,12,0,0,2020-04-06 23:21:55
North America,US,Indiana,12,0,1,2020-04-06 23:22:15
North America,US,Texas,12,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,12,0,0,2020-04-06 23:22:15
North America,US,Iowa,12,0,0,2020-04-06 23:22:15
North America,US,Alabama,12,0,0,2020-04-06 23:22:15
North America,US,Mississippi,12,0,1,2020-04-06 23:22:15
North America,US,Washington,12,0,0,2020-04-06 23:22:15
North America,US,Iowa,12,0,0,2020-04-06 23:22:15
North America,US,Kentucky,12,0,0,2020-04-06 23:22:15
North America,US,North Carolina,12,0,1,2020-04-06 23:22:15
North America,US,Alabama,12,0,0,2020-04-06 23:22:15
North America,US,Kentucky,12,0,1,2020-04-06 23:22:15
North America,US,Oklahoma,11,0,1,2020-04-06 23:22:15
North America,US,Nevada,11,0,0,2020-04-06 23:22:15
North America,US,Virginia,11,0,0,2020-04-06 23:22:15
North America,US,South Carolina,11,0,0,2020-04-06 23:22:15
North America,US,Tennessee,11,0,0,2020-04-06 23:22:15
North America,US,Montana,11,0,0,2020-04-06 23:22:15
North America,US,Arkansas,11,0,0,2020-04-06 23:22:15
North America,US,Colorado,11,0,0,2020-04-06 23:22:15
North America,US,Iowa,11,0,0,2020-04-06 23:22:15
North America,US,Virginia,11,0,0,2020-04-06 23:22:15
North America,US,Mississippi,11,0,0,2020-04-06 23:22:15
North America,US,Mississippi,11,0,0,2020-04-06 23:22:15
North America,US,Florida,11,0,0,2020-04-06 23:22:15
North America,US,Michigan,11,0,0,2020-04-06 23:22:15
North America,US,New York,11,0,0,2020-04-06 23:22:15
North America,US,Missouri,11,0,0,2020-04-06 23:22:15
North America,US,Minnesota,11,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,11,0,0,2020-04-06 23:22:15
North America,US,Maine,11,0,0,2020-04-06 23:22:15
North America,US,Texas,11,0,1,2020-04-06 23:22:15
North America,US,Kentucky,11,0,1,2020-04-06 23:22:15
North America,US,Montana,11,0,0,2020-04-06 23:22:15
North America,US,Virginia,11,0,0,2020-04-06 23:22:15
North America,US,Utah,11,0,0,2020-04-06 23:22:15
North America,US,Oregon,11,0,0,2020-04-06 23:22:15
North America,US,Mississippi,11,0,0,2020-04-06 23:22:15
North America,US,California,11,0,0,2020-04-06 23:22:15
Africa,Seychelles,Seychelles,11,0,0,2020-04-06 23:21:55
North America,US,Colorado,11,0,1,2020-04-06 23:22:15
North America,US,Louisiana,11,0,0,2020-04-06 23:22:15
North America,US,California,11,0,0,2020-04-06 23:22:15
North America,US,Illinois,11,0,0,2020-04-06 23:22:15
North America,US,New York,11,0,0,2020-04-06 23:22:15
North America,US,Virginia,11,0,0,2020-04-06 23:22:15
North America,US,Idaho,11,0,0,2020-04-06 23:22:15
North America,US,North Dakota,11,0,0,2020-04-06 23:22:15
North America,US,Texas,11,0,0,2020-04-06 23:22:15
North America,US,Missouri,11,0,0,2020-04-06 23:22:15
North America,US,Illinois,11,0,1,2020-04-06 23:22:15
North America,US,Mississippi,11,0,1,2020-04-06 23:22:15
North America,US,Maryland,11,0,1,2020-04-06 23:22:15
North America,US,Kentucky,11,0,2,2020-04-06 23:22:15
North America,US,Illinois,11,0,0,2020-04-06 23:22:15
North America,US,South Carolina,11,0,0,2020-04-06 23:22:15
North America,US,South Carolina,11,0,0,2020-04-06 23:22:15
North America,US,North Carolina,11,0,0,2020-04-06 23:22:15
North America,US,Kentucky,11,0,0,2020-04-06 23:22:15
North America,US,Texas,11,0,0,2020-04-06 23:22:15
North America,US,Indiana,11,0,1,2020-04-06 23:22:15
North America,US,Louisiana,11,0,0,2020-04-06 23:22:15
North America,US,Mississippi,11,0,0,2020-04-06 23:22:15
North America,US,New York,11,0,0,2020-04-06 23:22:15
North America,US,Washington,11,0,1,2020-04-06 23:22:15
North America,US,South Dakota,11,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,11,0,0,2020-04-06 23:22:15
North America,US,Maine,11,0,3,2020-04-06 23:22:15
North America,US,Indiana,11,0,0,2020-04-06 23:22:15
North America,US,West Virginia,11,0,0,2020-04-06 23:22:15
North America,US,Tennessee,11,0,1,2020-04-06 23:22:15
North America,US,Nevada,11,0,0,2020-04-06 23:22:15
North America,US,California,11,0,0,2020-04-06 23:22:15
North America,US,North Carolina,11,0,0,2020-04-06 23:22:15
North America,US,Georgia,10,0,0,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,Texas,10,0,0,2020-04-06 23:22:15
North America,US,Virginia,10,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,10,0,1,2020-04-06 23:22:15
North America,US,Alabama,10,0,0,2020-04-06 23:22:15
North America,US,Kansas,10,0,0,2020-04-06 23:22:15
North America,US,Mississippi,10,0,0,2020-04-06 23:22:15
Africa,Eswatini,Eswatini,10,4,0,2020-04-06 23:21:55
North America,US,Texas,10,0,0,2020-04-06 23:22:15
North America,Saint Kitts and Nevis,Saint Kitts and Nevis,10,0,0,2020-04-06 23:21:55
North America,US,Colorado,10,0,0,2020-04-06 23:22:15
North America,US,North Carolina,10,0,0,2020-04-06 23:22:15
North America,US,Georgia,10,0,1,2020-04-06 23:22:15
North America,US,Indiana,10,0,0,2020-04-06 23:22:15
Africa,Mozambique,Mozambique,10,1,0,2020-04-06 23:21:55
North America,US,North Carolina,10,0,1,2020-04-06 23:22:15
North America,US,Missouri,10,0,0,2020-04-06 23:22:15
South America,Suriname,Suriname,10,0,1,2020-04-06 23:21:55
North America,US,Louisiana,10,0,0,2020-04-06 23:22:15
North America,US,Maryland,10,0,0,2020-04-06 23:22:15
Africa,Zimbabwe,Zimbabwe,10,0,1,2020-04-06 23:21:55
North America,US,Georgia,10,0,0,2020-04-06 23:22:15
North America,US,Kansas,10,0,0,2020-04-06 23:22:15
North America,US,Virginia,10,0,0,2020-04-06 23:22:15
North America,US,Iowa,10,0,0,2020-04-06 23:22:15
North America,US,Ohio,10,0,1,2020-04-06 23:22:15
North America,US,Texas,10,0,1,2020-04-06 23:22:15
North America,US,Alabama,10,0,0,2020-04-06 23:22:15
North America,US,Indiana,10,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,10,0,0,2020-04-06 23:22:15
North America,US,North Carolina,10,0,0,2020-04-06 23:22:15
North America,US,Illinois,10,0,0,2020-04-06 23:22:15
North America,US,Washington,10,0,0,2020-04-06 23:22:15
North America,US,Georgia,10,0,0,2020-04-06 23:22:15
North America,US,Illinois,10,0,0,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,Virginia,10,0,0,2020-04-06 23:22:15
North America,US,Texas,10,0,1,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,North Carolina,10,0,0,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,Ohio,10,0,0,2020-04-06 23:22:15
North America,US,South Carolina,10,0,0,2020-04-06 23:22:15
North America,US,Iowa,10,0,0,2020-04-06 23:22:15
North America,US,Ohio,10,0,0,2020-04-06 23:22:15
North America,US,Georgia,10,0,0,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,Ohio,10,0,0,2020-04-06 23:22:15
North America,US,Virginia,10,0,0,2020-04-06 23:22:15
North America,US,Missouri,10,0,0,2020-04-06 23:22:15
North America,US,Louisiana,10,0,0,2020-04-06 23:22:15
North America,US,Tennessee,10,0,0,2020-04-06 23:22:15
North America,US,Minnesota,10,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,10,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,10,0,0,2020-04-06 23:22:15
North America,US,Kansas,10,0,0,2020-04-06 23:22:15
North America,US,New York,10,0,0,2020-04-06 23:22:15
North America,US,North Carolina,9,0,0,2020-04-06 23:22:15
Africa,Chad,Chad,9,0,0,2020-04-06 23:21:55
North America,US,Maine,9,0,0,2020-04-06 23:22:15
North America,US,Mississippi,9,0,0,2020-04-06 23:22:15
North America,US,Idaho,9,0,0,2020-04-06 23:22:15
North America,US,Washington,9,0,0,2020-04-06 23:22:15
North America,US,Tennessee,9,0,0,2020-04-06 23:22:15
North America,US,Virginia,9,0,0,2020-04-06 23:22:15
North America,US,Arizona,9,0,0,2020-04-06 23:22:15
North America,US,Texas,9,0,0,2020-04-06 23:22:15
North America,US,Florida,9,0,0,2020-04-06 23:22:15
North America,US,Alabama,9,0,0,2020-04-06 23:22:15
North America,US,Texas,9,0,0,2020-04-06 23:22:15
North America,US,Georgia,9,0,0,2020-04-06 23:22:15
North America,US,Virginia,9,0,0,2020-04-06 23:22:15
North America,US,Nebraska,9,0,0,2020-04-06 23:22:15
North America,US,Illinois,9,0,0,2020-04-06 23:22:15
North America,US,Illinois,9,0,0,2020-04-06 23:22:15
North America,US,Ohio,9,0,0,2020-04-06 23:22:15
North America,US,Texas,9,0,0,2020-04-06 23:22:15
North America,US,Kansas,9,0,0,2020-04-06 23:22:15
North America,US,Ohio,9,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,9,0,0,2020-04-06 23:22:15
North America,US,Maine,9,0,0,2020-04-06 23:22:15
North America,US,New York,9,0,0,2020-04-06 23:22:15
North America,US,Louisiana,9,0,1,2020-04-06 23:22:15
North America,US,Wyoming,9,0,0,2020-04-06 23:22:15
North America,US,Georgia,9,0,0,2020-04-06 23:22:15
North America,US,Kansas,9,0,0,2020-04-06 23:22:15
North America,US,Georgia,9,0,0,2020-04-06 23:22:15
North America,US,Hawaii,9,0,0,2020-04-06 23:22:15
North America,US,Nebraska,9,0,1,2020-04-06 23:22:15
North America,US,Alabama,9,0,0,2020-04-06 23:22:15
North America,US,Iowa,9,0,1,2020-04-06 23:22:15
North America,US,Georgia,9,0,2,2020-04-06 23:22:15
North America,US,Texas,9,0,0,2020-04-06 23:22:15
North America,US,Mississippi,9,0,0,2020-04-06 23:22:15
North America,US,Illinois,9,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,9,0,0,2020-04-06 23:22:15
North America,US,North Carolina,9,0,0,2020-04-06 23:22:15
North America,MS Zaandam,MS Zaandam,9,0,2,2020-04-06 23:21:55
North America,US,Georgia,9,0,0,2020-04-06 23:22:15
North America,US,South Dakota,9,0,0,2020-04-06 23:22:15
North America,US,Alabama,9,0,0,2020-04-06 23:22:15
North America,US,Washington,9,0,0,2020-04-06 23:22:15
North America,US,Texas,9,0,1,2020-04-06 23:22:15
North America,US,Colorado,9,0,0,2020-04-06 23:22:15
Asia,Nepal,Nepal,9,1,0,2020-04-06 23:21:55
North America,US,Texas,9,0,0,2020-04-06 23:22:15
North America,US,Montana,9,0,1,2020-04-06 23:22:15
North America,US,Ohio,9,0,1,2020-04-06 23:22:15
North America,US,New York,9,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,9,0,0,2020-04-06 23:22:15
North America,US,Minnesota,9,0,0,2020-04-06 23:22:15
North America,US,Tennessee,9,0,0,2020-04-06 23:22:15
North America,US,North Carolina,9,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,9,0,0,2020-04-06 23:22:15
North America,US,Kentucky,9,0,0,2020-04-06 23:22:15
North America,US,Indiana,9,0,2,2020-04-06 23:22:15
North America,US,Wisconsin,9,0,0,2020-04-06 23:22:15
North America,US,Colorado,9,0,1,2020-04-06 23:22:15
North America,US,Georgia,9,0,0,2020-04-06 23:22:15
North America,US,Kentucky,9,0,1,2020-04-06 23:22:15
North America,US,Missouri,9,0,0,2020-04-06 23:22:15
North America,US,Alabama,8,0,0,2020-04-06 23:22:15
North America,US,Ohio,8,0,0,2020-04-06 23:22:15
North America,US,Missouri,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Indiana,8,0,1,2020-04-06 23:22:15
North America,US,Alabama,8,0,0,2020-04-06 23:22:15
North America,US,Arkansas,8,0,0,2020-04-06 23:22:15
North America,US,West Virginia,8,0,0,2020-04-06 23:22:15
North America,US,Arkansas,8,0,0,2020-04-06 23:22:15
North America,US,Alabama,8,0,0,2020-04-06 23:22:15
North America,US,Mississippi,8,0,0,2020-04-06 23:22:15
North America,US,Vermont,8,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,8,0,0,2020-04-06 23:22:15
North America,US,Colorado,8,0,1,2020-04-06 23:22:15
North America,US,Iowa,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Minnesota,8,0,0,2020-04-06 23:22:15
North America,US,Georgia,8,0,0,2020-04-06 23:22:15
North America,US,Indiana,8,0,0,2020-04-06 23:22:15
North America,US,South Carolina,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Louisiana,8,0,0,2020-04-06 23:22:15
North America,US,Michigan,8,0,0,2020-04-06 23:22:15
North America,US,Alabama,8,0,0,2020-04-06 23:22:15
North America,US,Nevada,8,0,1,2020-04-06 23:22:15
North America,US,Alabama,8,0,0,2020-04-06 23:22:15
North America,US,Maryland,8,0,0,2020-04-06 23:22:15
North America,US,Missouri,8,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,8,0,1,2020-04-06 23:22:15
North America,US,Wyoming,8,0,0,2020-04-06 23:22:15
North America,US,New York,8,0,0,2020-04-06 23:22:15
North America,US,Michigan,8,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,8,0,0,2020-04-06 23:22:15
North America,US,Georgia,8,0,0,2020-04-06 23:22:15
North America,US,Ohio,8,0,0,2020-04-06 23:22:15
North America,US,Ohio,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Virginia,8,0,0,2020-04-06 23:22:15
North America,US,Indiana,8,0,0,2020-04-06 23:22:15
North America,US,Arkansas,8,0,0,2020-04-06 23:22:15
North America,US,Indiana,8,0,1,2020-04-06 23:22:15
North America,US,Mississippi,8,0,0,2020-04-06 23:22:15
North America,US,Georgia,8,0,1,2020-04-06 23:22:15
North America,US,Florida,8,0,0,2020-04-06 23:22:15
North America,US,Tennessee,8,0,0,2020-04-06 23:22:15
North America,US,Georgia,8,0,0,2020-04-06 23:22:15
Africa,Central African Republic,Central African Republic,8,0,0,2020-04-06 23:21:55
North America,US,Tennessee,8,0,0,2020-04-06 23:22:15
North America,US,Kansas,8,0,0,2020-04-06 23:22:15
North America,US,Michigan,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Iowa,8,0,0,2020-04-06 23:22:15
North America,US,Michigan,8,0,1,2020-04-06 23:22:15
North America,US,Indiana,8,0,0,2020-04-06 23:22:15
North America,US,Texas,8,0,0,2020-04-06 23:22:15
North America,US,Ohio,8,0,0,2020-04-06 23:22:15
North America,US,Iowa,8,0,0,2020-04-06 23:22:15
North America,US,Texas,8,0,1,2020-04-06 23:22:15
North America,US,Mississippi,8,0,1,2020-04-06 23:22:15
North America,US,Oklahoma,8,0,0,2020-04-06 23:22:15
Europe,UK,Turks and Caicos Islands,8,0,1,2020-04-06 23:21:55
North America,US,Washington,8,0,0,2020-04-06 23:22:15
North America,US,North Carolina,8,0,0,2020-04-06 23:22:15
North America,US,Ohio,8,0,1,2020-04-06 23:22:15
North America,US,Illinois,8,0,0,2020-04-06 23:22:15
North America,US,Florida,7,0,1,2020-04-06 23:22:15
North America,US,Tennessee,7,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,7,0,0,2020-04-06 23:22:15
North America,US,Indiana,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,0,2020-04-06 23:22:15
North America,US,South Carolina,7,0,0,2020-04-06 23:22:15
Africa,Cabo Verde,Cabo Verde,7,1,1,2020-04-06 23:21:55
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Nevada,7,0,0,2020-04-06 23:22:15
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Nebraska,7,0,0,2020-04-06 23:22:15
North America,Belize,Belize,7,0,1,2020-04-06 23:21:55
North America,US,West Virginia,7,0,0,2020-04-06 23:22:15
North America,US,Indiana,7,0,0,2020-04-06 23:22:15
North America,US,Oregon,7,0,0,2020-04-06 23:22:15
North America,US,Michigan,7,0,0,2020-04-06 23:22:15
North America,US,Mississippi,7,0,0,2020-04-06 23:22:15
North America,US,Arkansas,7,0,0,2020-04-06 23:22:15
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Montana,7,0,1,2020-04-06 23:22:15
North America,US,Wisconsin,7,0,0,2020-04-06 23:22:15
North America,US,Mississippi,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,7,0,1,2020-04-06 23:22:15
North America,US,Idaho,7,0,0,2020-04-06 23:22:15
North America,US,Kentucky,7,0,0,2020-04-06 23:22:15
Africa,Somalia,Somalia,7,1,0,2020-04-06 23:21:55
North America,US,Iowa,7,0,0,2020-04-06 23:22:15
North America,US,Illinois,7,0,0,2020-04-06 23:22:15
North America,US,New Mexico,7,0,0,2020-04-06 23:22:15
North America,US,Virginia,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,1,2020-04-06 23:22:15
North America,US,Iowa,7,0,0,2020-04-06 23:22:15
North America,US,Kentucky,7,0,0,2020-04-06 23:22:15
North America,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,7,1,0,2020-04-06 23:21:55
North America,US,Wisconsin,7,0,0,2020-04-06 23:22:15
North America,US,Kentucky,7,0,0,2020-04-06 23:22:15
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Missouri,7,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,7,0,0,2020-04-06 23:22:15
North America,US,Illinois,7,0,0,2020-04-06 23:22:15
North America,US,Michigan,7,0,0,2020-04-06 23:22:15
North America,US,Kansas,7,0,0,2020-04-06 23:22:15
North America,US,Missouri,7,0,0,2020-04-06 23:22:15
North America,US,Nevada,7,0,0,2020-04-06 23:22:15
North America,US,North Carolina,7,0,1,2020-04-06 23:22:15
North America,US,Alabama,7,0,0,2020-04-06 23:22:15
North America,US,Arkansas,7,0,0,2020-04-06 23:22:15
Europe,Holy See,Holy See,7,0,0,2020-04-06 23:21:55
North America,US,Pennsylvania,7,0,0,2020-04-06 23:22:15
North America,US,Tennessee,7,0,0,2020-04-06 23:22:15
North America,US,Louisiana,7,0,0,2020-04-06 23:22:15
North America,US,Kentucky,7,0,0,2020-04-06 23:22:15
North America,US,Alabama,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,1,2020-04-06 23:22:15
North America,US,Virginia,7,0,0,2020-04-06 23:22:15
North America,US,Missouri,7,0,0,2020-04-06 23:22:15
North America,US,Missouri,7,0,0,2020-04-06 23:22:15
North America,US,Tennessee,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,7,0,0,2020-04-06 23:22:15
North America,US,Ohio,7,0,1,2020-04-06 23:22:15
North America,US,Mississippi,7,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,7,0,0,2020-04-06 23:22:15
North America,US,Tennessee,7,0,0,2020-04-06 23:22:15
North America,US,Arkansas,7,0,0,2020-04-06 23:22:15
North America,US,Oregon,7,0,0,2020-04-06 23:22:15
North America,US,Georgia,7,0,0,2020-04-06 23:22:15
North America,US,Illinois,7,0,1,2020-04-06 23:22:15
North America,US,New Mexico,7,0,0,2020-04-06 23:22:15
North America,US,Michigan,7,0,1,2020-04-06 23:22:15
North America,US,Texas,7,0,0,2020-04-06 23:22:15
North America,US,Alabama,6,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,6,0,0,2020-04-06 23:22:15
North America,Nicaragua,Nicaragua,6,0,1,2020-04-06 23:21:55
North America,US,Iowa,6,0,1,2020-04-06 23:22:15
North America,US,Oklahoma,6,0,0,2020-04-06 23:22:15
North America,US,West Virginia,6,0,0,2020-04-06 23:22:15
North America,US,South Carolina,6,0,0,2020-04-06 23:22:15
North America,US,North Carolina,6,0,1,2020-04-06 23:22:15
North America,US,Missouri,6,0,0,2020-04-06 23:22:15
North America,US,Minnesota,6,0,0,2020-04-06 23:22:15
Africa,Mauritania,Mauritania,6,2,1,2020-04-06 23:21:55
North America,US,Texas,6,0,0,2020-04-06 23:22:15
North America,US,Michigan,6,0,0,2020-04-06 23:22:15
North America,US,Alabama,6,0,0,2020-04-06 23:22:15
North America,US,South Dakota,6,0,1,2020-04-06 23:22:15
North America,US,Oregon,6,0,0,2020-04-06 23:22:15
North America,US,Iowa,6,0,0,2020-04-06 23:22:15
North America,US,Minnesota,6,0,0,2020-04-06 23:22:15
North America,US,Indiana,6,0,0,2020-04-06 23:22:15
North America,US,Washington,6,0,0,2020-04-06 23:22:15
North America,US,North Carolina,6,0,0,2020-04-06 23:22:15
North America,US,Alabama,6,0,0,2020-04-06 23:22:15
